annotation_id,conversation_id,tweet_id,created_at,sampling_stratum,text_display,primary_intent,secondary_intent,confidence,is_ambiguous,needs_discussion,notes
b01_0127,conv_1670374,1670374,06-11-2017 12:19,targeted,Who has the absolute worst upgrade process? @AmericanAir by far. https://t.co/cG6bkFpe0P,seating_and_upgrade,,high,,,Asking about upgrade process
b01_0128,conv_1740133,1740133,07-11-2017 16:43,targeted,This is after taking off an hour late from Orlando because they were short a flight attendant. I will NEVER fly @AmericanAir again. NEVER.,flight_delay,,high,,yes,
b01_0129,conv_1749903,1749903,07-11-2017 17:38,targeted,This native Texan approves of chili in the @AmericanAir Admirals Club. #truetotexas https://t.co/QQfpsdBjIH,loyalty_and_lounge,,medium,yes,yes,Admirals Club experience/food complaint
b01_0130,conv_1803445,1803445,18-10-2017 01:29,targeted,Hey @AmericanAir if I spend my 500 mile upgrade requests &amp; then am sitting behind open seats in first class it kinda adds insult to injury.,seating_and_upgrade,,high,,,Paid for upgrade but seated behind open First Class seats
b01_0131,conv_1839193,1839193,17-10-2017 19:44,targeted,Help! #weddingcancelled #SonomaFIRES @AmericanAir charging fees @VirginAmerica giving full refund #keepsonomastrong,booking_fees_and_fare_rules,,medium,yes,yes,Complaint about airline fees/charges
b01_0132,conv_2098666,2098666,20-11-2017 21:15,targeted,@AmericanAir great service today on early flight from MSP to PHX! Food was better than ever! I love being Executive Platinum! American Airlines top notch!,praise_and_compliment,,high,,,
b01_0133,conv_227792,227792,05-10-2017 07:50,targeted,@AmericanAir Can I use my voucher to pay for my checked bags? Or food? Or Amenities?,baggage,,high,,,
b01_0134,conv_2319161,2319161,13-11-2017 11:57,targeted,30 of 64 on the upgrade list.@AmericanAir Elite status has it perks. I'm just not Elite enough to use them since the merger..,seating_and_upgrade,loyalty_and_lounge,medium,yes,yes,Upgrade list/status/elite eligibility
b01_0135,conv_2578139,2578139,26-11-2017 20:11,targeted,Heading back to NYC LGA. View from seat 2A. Thanks @AmericanAir for such wonderful happy people in Nashville!! Your agents were lovely! And our flight attendant is wonderful! https://t.co/3dLpczufkV,praise_and_compliment,,high,,,
b01_0136,conv_2585725,2585725,16-11-2017 23:42,targeted,Thanks Susan for single handledly losing a repeated first class customer @americanair,general_dissatisfaction,,medium,yes,yes,General complaint about losing a First Class customer
b01_0137,conv_2706125,2706125,19-11-2017 22:27,targeted,@AmericanAir has the most repulsive and distasteful flight attendant EVER on flight 5218 from TLH to CLT! You really should evaluate how she's speaking to paying passengers! I will be filing a formal complaint!,staff_and_service_complaint,,high,,,
b01_0138,conv_2783714,2783714,21-11-2017 17:21,targeted,@AmericanAir my seats were changed from preferred to basic. how do i get a refund for losing the upgrade?,seating_and_upgrade,,high,,,
b01_0139,conv_2814109,2814109,27-11-2017 02:10,targeted,@AmericanAir Disgusting customer service by your gate agents at IAH. Charged me to check my carry on even though it fit in the slot and had been accepted on other AA flights. I expect a refund. Ridiculous. There are a lot of choices.,baggage,staff_and_service_complaint,medium,yes,yes,Carry-on charge + rude gate agents + refund
b01_0140,conv_2925107,2925107,29-11-2017 03:09,targeted,WTF @AmericanAir ... I pay first class &amp; the priority pass so I can have a decent food during the flight and for my luggage to be before than the ones who didn’t pay extra. But no! The food was cold and I am still waiting for my luggage to come out. I expected more from you.,loyalty_and_lounge,general_dissatisfaction,medium,yes,yes,not sure about the  message
b01_0141,conv_441977,441977,11-10-2017 10:45,targeted,".@americanair JFK - MIA #consulting #early (@ American Airlines Flagship Lounge - @americanair in Jamaica, NY) https://t.co/k8wI3R6h7o",non_support_commentary,,high,,yes,nothing specified properly
b01_0142,conv_466955,466955,01-12-2017 04:24,targeted,@AmericanAir when are you going to tell me if I know my flight from PHL to BOS is going to leave as scheduled I have a flight to catch out of Bos to Portugal I need to know can I cancel now with a refund?? Let consumers know the truth,booking_fees_and_fare_rules,flight_delay,medium,yes,yes,Wants to know whether flight will operate and whether cancellation/refund is possible
b01_0143,conv_596428,596428,03-12-2017 19:08,targeted,At least one non grouchy flight attendant on @AmericanAir today!    He needs to work for @SouthwestAir where w the all nice attendants there,praise_and_compliment,,high,,yes,
b01_0144,conv_607619,607619,22-11-2017 11:33,targeted,Much thanks to @AmericanAir for looking out and extending the complimentary upgrade to Chicago.,praise_and_compliment,,high,,,
b01_0145,conv_834249,834249,13-10-2017 07:28,targeted,the suspense of either having a business class bed for the 12hr flight ..or a middle seat in between two people snoring @AmericanAir https://t.co/YDJQtypK6A,seating_and_upgrade,,high,,,
b01_0146,conv_939713,939713,21-10-2017 18:35,targeted,Gate agent looked @ me in the eye and said we close gate 10 min when the clock showed 12 mins from an @AmericanAir connecting flight! how?!?,boarding_and_gate,,high,,,
b01_0147,conv_939721,939721,21-10-2017 18:28,targeted,"Hey @AmericanAir - Had a refreshingly cheerful and helpful flight attendant, Trisha, flight 3573 for ORD to PIT! Hire people like her!",praise_and_compliment,,high,,,
b01_0148,conv_945991,945991,25-11-2017 16:39,targeted,Wonderful Flagship Lounge at JFK @AmericanAir https://t.co/6Gmh9xZxpg,praise_and_compliment,,high,,,
