annotation_id,batch,sampling_stratum,taxonomy_at_labelling,labelling_independence,conversation_id,tweet_id,customer_author_id,created_at,text,primary_intent,secondary_intent,confidence,ambiguous,needs_discussion,notes
b01_0097,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_450985,450985,221933,30-11-2017 21:30,@AmericanAir Flight from PBI TO ORD delayed because a flight attended is stuck in traffic?? What happens if I miss my connection? #airlines #AmericanAirlines #late #travel #fly #flight,flight_delay,,high,,,
b01_0098,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_46982,46982,126471,01-11-2017 16:39,"Hey @americanair @116462 sweet in-flight movies! I,Robot! First Garfield Spiderman! Unfaithful! It's like having CVS $5 DVD bin right with me!",praise_and_compliment,,high,,yes,not sure about this is correct
b01_0099,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_522782,522782,240761,02-12-2017 04:12,@AmericanAir WiFi marketed flight but no WiFi available. What gives? https://t.co/l30JiJNwFT,OTHER,,high,,yes,In-flight Wi-Fi unavailable; no current v1 intent covers this.
b01_0100,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_557335,557335,250151,02-12-2017 21:25,"Y’all, for realzies, @AmericanAir wants you to take adv of this “ltd time,” multi-year offer. 😡 Does @117157 or @749 compensate for this? https://t.co/EYlG8UWVdE",OTHER,,medium,yes,yes,Multi-year offer/compensation issue does not clearly fit v1.
b01_0101,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_562512,562512,250155,02-12-2017 23:00,@AmericanAir im on 1809 to msy you can take me off of 733,flight_cancellation_rebooking,,medium,yes,yes,Likely request to be removed from one flight and remain on another; wording is unclear.
b01_0102,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_583161,583161,256487,03-12-2017 11:06,@AmericanAir When is the Flagship Lounge at LAX going to open?,loyalty_and_lounge,,high,,,
b01_0103,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_602886,602886,263171,03-12-2017 22:18,@AmericanAir I am not a big dude and I can barely fit in your seats on a 737-800.  Ridiculous.,seating_and_upgrade,,high,,,
b01_0104,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_632306,632306,269872,22-11-2017 16:04,Was just told by @AmericanAir that a change fee of 50% of my original ticket is fair because I should buy their insurance. Wow. Trip is still 4 months out. I don't see anything fair about gouging customers to sell insurance. A fee is fair. A 50% fee is shameful.,booking_fees_and_fare_rules,,high,,yes,not sure about it
b01_0105,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_645246,645246,273165,22-11-2017 18:12,Another flight delay because @AmericanAir can never schedule 2 flight attendants for one flight🙄🙄🙄,flight_delay,,high,,,
b01_0106,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_656977,656977,276354,05-10-2017 13:15,My 10pm @AmericanAir flight was already listed as delayed by 8am so this ought to be a delightful travel day.,flight_delay,,high,,,Flight already listed as delayed; sarcastic wording.
b01_0107,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_661923,661923,277697,23-11-2017 00:25,Hey @AmericanAir. Flight 4949 flight attendant named Josh. Guy is an all star with a solid in-flight comedy routine to boot. This man deserves a raise!,praise_and_compliment,,high,,,Direct praise of flight attendant Josh.
b01_0108,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_697114,697114,180204,05-10-2017 22:54,How does @AmericanAir always seem to know when I really need to be somewhere? Chances of me getting home just dropped to zero. Thanks. 🙄,flight_delay,,medium,yes,yes,"Strongly implies a travel delay/disruption, but exact cause isn't stated."
b01_0109,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_727003,727003,294144,11-10-2017 06:23,When @AmericanAir has @15102 yasss!! https://t.co/Fq72p2Dv0Q,non_support_commentary,,high,,yes,not any specific words 
b01_0110,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_732292,732292,295295,06-10-2017 19:08,@AmericanAir is trying to kill me.,general_dissatisfaction,,high,,yes,message is not specifying any cause
b01_0111,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_769333,769333,292562,11-10-2017 22:23,@AmericanAir Flight 598 delayed again for four hours. Third bad experience with American airlines. I won't fly with AA anymore.,flight_delay,,high,,,
b01_0112,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_771435,771435,304242,12-10-2017 00:06,"Sooo @AmericanAir , what is yalls plan to fix my friends' honeymoon you ruined? #GetOnThat #ShameOnAA #DontFlyAmericanAirlines 👎🏼✈️ https://t.co/ZQrsmrfdkB",general_dissatisfaction,,medium,yes,yes,Honeymoon/travel experience ruined; exact issue unclear
b01_0113,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_773916,773916,159539,12-10-2017 01:39,"@AmericanAir explain this, volunteers who give up their seats get $500 voucher, my wife and I have our flight changed an get “sorry”",booking_fees_and_fare_rules,,medium,yes,yes,Flight changed + voucher/compensation issue
b01_0114,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_783533,783533,307016,05-11-2017 14:46,@131657 am i allowed into @AmericanAir lounge at ord ter4 being oneworld sapphire? Somehow @AmericanAir agents at club thinks qatar is not OW and not letting me in. Do u want a video recording?,loyalty_and_lounge,,medium,,yes,not sure about the answer
b01_0115,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_790828,790828,195200,08-10-2017 01:23,Very proud to have the families of our employees see their workplace. What the @AmericanAir team does in Tulsa is AAmazing! #greatteam https://t.co/uBgxQRKeqs,non_support_commentary,,high,,,
b01_0116,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_805729,805729,312000,12-10-2017 17:35,"Had the worst flight with @AmericanAir last night, but at least I’m home",general_dissatisfaction,,high,,,
b01_0117,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_854899,854899,200314,20-10-2017 15:51,"@AmericanAir #flightnumber63  14 months old, but 16 hours in the air. https://t.co/utRU97lmVI",non_support_commentary,,medium,yes,yes,cant understand the message
b01_0118,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_862333,862333,324764,13-10-2017 14:22,Can feel the anger emanating from PHL - hubs flight canceled.  Friends waiting. What gives @AmericanAir ? #4861 Fix in sight?,flight_cancellation_rebooking,,high,,,
b01_0119,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_870563,870563,326703,13-10-2017 15:22,@AmericanAir still waiting on my refund for both tickets for flight HKRQIH. Your refund status page isn't working,booking_fees_and_fare_rules,,high,,,
b01_0120,b01,random,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_941292,941292,343154,13-10-2017 23:06,Pretty sure the name of the @AmericanAir game is to delay my flight and make me miss my connection :/,flight_delay,,high,,,
b01_0121,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_1186693,1186693,399040,24-10-2017 23:21,Not cool at @AmericanAir arrived at the gate at 4:10pm and the agent had already given away the upgrade and moved on to # 4. Ridiculous. https://t.co/tWdtOtEsNu,seating_and_upgrade,,high,,yes,
b01_0122,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_1253419,1253419,414023,26-10-2017 05:56,@AmericanAir due to the hurricane we have no hotel! We cancelled our flights with all of the other airlines. Why won't AA provide refund?,flight_cancellation_rebooking,booking_fees_and_fare_rules,medium,yes,yes,Cancelled flights + asking about refund
b01_0123,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_1278292,1278292,419148,26-10-2017 16:12,"@AmericanAir Got married, need to change my last name on my Aadvantage. Tried emailing - Trip is Saturday - let's solve it here! Thanks! :-)",loyalty_and_lounge,,high,,yes,
b01_0124,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_1309521,1309521,426027,25-11-2017 20:40,I want to reschedule one of my flights for winter break but the change fee is $200 why is american airlines like this,booking_fees_and_fare_rules,,high,,,
b01_0125,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_1382254,1382254,441699,28-10-2017 06:20,"Gotta love when @AmericanAir delays your flight 3+ hours, then doesn’t let your first class ticket in the lounge. Customer lost.",flight_delay,loyalty_and_lounge,high,yes,yes,Major delay + first-class lounge access complaint
b01_0126,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_1407676,1407676,447197,01-11-2017 22:15,"Thanks to Isaac, @AmericanAir flight attendant extraordinaire on #489 PHX to PGH 11/1. What a great personality!",praise_and_compliment,,high,,,
b01_0127,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_1670374,1670374,189451,06-11-2017 12:19,Who has the absolute worst upgrade process? @AmericanAir by far. https://t.co/cG6bkFpe0P,seating_and_upgrade,,high,,,Asking about upgrade process
b01_0128,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_1740133,1740133,216049,07-11-2017 16:43,This is after taking off an hour late from Orlando because they were short a flight attendant. I will NEVER fly @AmericanAir again. NEVER.,flight_delay,,high,,yes,
b01_0129,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_1749903,1749903,309471,07-11-2017 17:38,This native Texan approves of chili in the @AmericanAir Admirals Club. #truetotexas https://t.co/QQfpsdBjIH,loyalty_and_lounge,,medium,yes,yes,Admirals Club experience/food complaint
b01_0130,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_1803445,1803445,541894,18-10-2017 01:29,Hey @AmericanAir if I spend my 500 mile upgrade requests &amp; then am sitting behind open seats in first class it kinda adds insult to injury.,seating_and_upgrade,,high,,,Paid for upgrade but seated behind open First Class seats
b01_0131,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_1839193,1839193,551205,17-10-2017 19:44,Help! #weddingcancelled #SonomaFIRES @AmericanAir charging fees @VirginAmerica giving full refund #keepsonomastrong,booking_fees_and_fare_rules,,medium,yes,yes,Complaint about airline fees/charges
b01_0132,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_2098666,2098666,142985,20-11-2017 21:15,@AmericanAir great service today on early flight from MSP to PHX! Food was better than ever! I love being Executive Platinum! American Airlines top notch!,praise_and_compliment,,high,,,
b01_0133,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_227792,227792,170319,05-10-2017 07:50,@AmericanAir Can I use my voucher to pay for my checked bags? Or food? Or Amenities?,baggage,,high,,,
b01_0134,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_2319161,2319161,672228,13-11-2017 11:57,30 of 64 on the upgrade list.@AmericanAir Elite status has it perks. I'm just not Elite enough to use them since the merger..,seating_and_upgrade,loyalty_and_lounge,medium,yes,yes,Upgrade list/status/elite eligibility
b01_0135,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_2578139,2578139,374604,26-11-2017 20:11,Heading back to NYC LGA. View from seat 2A. Thanks @AmericanAir for such wonderful happy people in Nashville!! Your agents were lovely! And our flight attendant is wonderful! https://t.co/3dLpczufkV,praise_and_compliment,,high,,,
b01_0136,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_2585725,2585725,732687,16-11-2017 23:42,Thanks Susan for single handledly losing a repeated first class customer @americanair,general_dissatisfaction,,medium,yes,yes,General complaint about losing a First Class customer
b01_0137,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_2706125,2706125,759983,19-11-2017 22:27,@AmericanAir has the most repulsive and distasteful flight attendant EVER on flight 5218 from TLH to CLT! You really should evaluate how she's speaking to paying passengers! I will be filing a formal complaint!,staff_and_service_complaint,,high,,,
b01_0138,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_2783714,2783714,777292,21-11-2017 17:21,@AmericanAir my seats were changed from preferred to basic. how do i get a refund for losing the upgrade?,seating_and_upgrade,,high,,,
b01_0139,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_2814109,2814109,784599,27-11-2017 02:10,@AmericanAir Disgusting customer service by your gate agents at IAH. Charged me to check my carry on even though it fit in the slot and had been accepted on other AA flights. I expect a refund. Ridiculous. There are a lot of choices.,baggage,staff_and_service_complaint,medium,yes,yes,Carry-on charge + rude gate agents + refund
b01_0140,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_2925107,2925107,809368,29-11-2017 03:09,WTF @AmericanAir ... I pay first class &amp; the priority pass so I can have a decent food during the flight and for my luggage to be before than the ones who didn’t pay extra. But no! The food was cold and I am still waiting for my luggage to come out. I expected more from you.,loyalty_and_lounge,general_dissatisfaction,medium,yes,yes,not sure about the  message
b01_0141,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_441977,441977,188393,11-10-2017 10:45,".@americanair JFK - MIA #consulting #early (@ American Airlines Flagship Lounge - @americanair in Jamaica, NY) https://t.co/k8wI3R6h7o",non_support_commentary,,high,,yes,nothing specified properly
b01_0142,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_466955,466955,226142,01-12-2017 04:24,@AmericanAir when are you going to tell me if I know my flight from PHL to BOS is going to leave as scheduled I have a flight to catch out of Bos to Portugal I need to know can I cancel now with a refund?? Let consumers know the truth,booking_fees_and_fare_rules,flight_delay,medium,yes,yes,Wants to know whether flight will operate and whether cancellation/refund is possible
b01_0143,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_596428,596428,261359,03-12-2017 19:08,At least one non grouchy flight attendant on @AmericanAir today!    He needs to work for @SouthwestAir where w the all nice attendants there,praise_and_compliment,,high,,yes,
b01_0144,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_607619,607619,264411,22-11-2017 11:33,Much thanks to @AmericanAir for looking out and extending the complimentary upgrade to Chicago.,praise_and_compliment,,high,,,
b01_0145,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_834249,834249,318670,13-10-2017 07:28,the suspense of either having a business class bed for the 12hr flight ..or a middle seat in between two people snoring @AmericanAir https://t.co/YDJQtypK6A,seating_and_upgrade,,high,,,
b01_0146,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_939713,939713,342762,21-10-2017 18:35,Gate agent looked @ me in the eye and said we close gate 10 min when the clock showed 12 mins from an @AmericanAir connecting flight! how?!?,boarding_and_gate,,high,,,
b01_0147,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_939721,939721,342765,21-10-2017 18:28,"Hey @AmericanAir - Had a refreshingly cheerful and helpful flight attendant, Trisha, flight 3573 for ORD to PIT! Hire people like her!",praise_and_compliment,,high,,,
b01_0148,b01,targeted,v1_then_revised_to_v2,taxonomy_refined_after_reading,conv_945991,945991,267310,25-11-2017 16:39,Wonderful Flagship Lounge at JFK @AmericanAir https://t.co/6Gmh9xZxpg,praise_and_compliment,,high,,,
b02_0001,b02,random,v2_frozen,independent,conv_1049522,1049522,349618,14-10-2017 19:23,After 17 years and 2 million miles. I'm done with @AmericanAir. Sold me tix twice for flights they knew were canceled.,flight_cancellation_rebooking,,high,,,
b02_0002,b02,random,v2_frozen,independent,conv_108572,108572,140096,23-11-2017 18:34,"@AmericanAir Hi, do I need to add a middle name to boarding pass, if the middle name is on my passport? Thanks.",booking_fees_and_fare_rules,,medium,yes,yes,Question about passenger name/boarding-pass requirement no dedicated documented intent.
b02_0003,b02,random,v2_frozen,independent,conv_116798,116798,142017,23-11-2017 11:45,Flying the early morning skies w/ @AmericanAir #WheelsUpWednesday #wheelsup,non_support_commentary,,high,,,
b02_0004,b02,random,v2_frozen,independent,conv_1176452,1176452,296356,25-10-2017 00:37,@AmericanAir always uses gate A30 in #phoenix @127663 even when all the gates are empty #travel #dumb,boarding_and_gate,,high,,,
b02_0005,b02,random,v2_frozen,independent,conv_1185623,1185623,398782,15-10-2017 21:06,Explanation for now 3 hour delay PHL to GSO @AmericanAir??!!!!,flight_delay,,high,,,
b02_0006,b02,random,v2_frozen,independent,conv_1199536,1199536,401837,25-10-2017 04:20,@AmericanAir  / My wife waited@the airport for 3hr &amp; mssd her cncting flit. Now she’s stuck&amp;lokd out of the trmnl w/ no place to sleep. Thnx,flight_cancellation_rebooking,,medium,yes,yes,The important part is missed connection
b02_0007,b02,random,v2_frozen,independent,conv_1201465,1201465,402298,25-10-2017 12:57,"I've never used the app before to check in, but it's not allowing me to check in bags on the app or online. Is that normal?  @AmericanAir",baggage,,high,,,
b02_0008,b02,random,v2_frozen,independent,conv_1207372,1207372,403504,25-10-2017 09:29,"@AmericanAir hi, I arrive to Heathrow T2 at 09.00 on 29th Oct and have AA101 departing at 10.15 from T3 with you - is this enough time? Thx!",booking_fees_and_fare_rules,,medium,yes,yes,Connection timing/itinerary question no dedicated connection-planning intent
b02_0009,b02,random,v2_frozen,independent,conv_1228879,1228879,408288,25-10-2017 20:14,"@AmericanAir maint on flt, ok it happens. Lose 1st class seat due to missed flt, ok, Brdng priority 8 on new assigned coach seat, NOT COOL.",seating_and_upgrade,,high,,,
b02_0010,b02,random,v2_frozen,independent,conv_1299741,1299741,423783,26-10-2017 22:18,"@AmericanAir flight attendants have a serious issue with showing up to work on time. Here I am delayed again, waiting on them 😖",staff_and_service_complaint,,high,,,
b02_0011,b02,random,v2_frozen,independent,conv_1300948,1300948,424053,26-10-2017 23:26,Currently watching @54487 on the plane 👌#KeepThePromise @AmericanAir @54488,non_support_commentary,,high,,,
b02_0012,b02,random,v2_frozen,independent,conv_1303883,1303883,247711,27-10-2017 01:05,Hey @AmericanAir pls check your dms,UNCLEAR,,medium,yes,yes,Requests attention to a DM but the underlying support issue is not visible
b02_0013,b02,random,v2_frozen,independent,conv_1306892,1306892,425402,27-10-2017 02:31,"Second delay/plane with maintenance issues today, sick @AmericanAir",flight_delay,,high,,,
b02_0014,b02,random,v2_frozen,independent,conv_1327183,1327183,429646,27-10-2017 11:46,"Seriously @AmericanAir how does a plane sit at the gate over night, we board and then it’s determined we have to switch for maintenance?",flight_cancellation_rebooking,,medium,yes,yes,Aircraft switched after boarding due to maintenance; cancellation/rebooking is implied but not explicit
b02_0015,b02,random,v2_frozen,independent,conv_1346981,1346981,281347,16-10-2017 13:53,"It's not even 7AM and the amount of bullshit @AmericanAir put me through, I'm over it. Never flying this airline again",general_dissatisfaction,,high,,,
b02_0016,b02,random,v2_frozen,independent,conv_1359534,1359534,436958,27-10-2017 20:07,Hola @AmericanAir ! De primera la tripulacion del vuelo 900! Muy muy bien!,praise_and_compliment,,high,,,
b02_0017,b02,random,v2_frozen,independent,conv_1368592,1368592,438558,27-10-2017 21:46,Hello @AmericanAir - what time does your flight depart LHR for Dallas on Sunday please - and what time must passengers check in?  Thanks,booking_fees_and_fare_rules,,medium,yes,yes,Flight schedule and check-in information request no dedicated schedule-information intent
b02_0018,b02,random,v2_frozen,independent,conv_1384736,1384736,442234,25-11-2017 21:53,@AmericanAir hi why can't I find any direct flights to Manchester UK from ORD for next September? Are they not released yet?,booking_fees_and_fare_rules,,high,,,
b02_0019,b02,random,v2_frozen,independent,conv_1423184,1423184,129456,02-11-2017 09:28,After shower and breakfast @AmericanAir arrival lounge at LHR ready for @59309 Pub Com this pm!  Now just need my bag. Life of an EiC!,baggage,,high,,,
b02_0020,b02,random,v2_frozen,independent,conv_1507536,1507536,469889,03-11-2017 13:20,"@AmericanAir you are out of your mind $800 to keep my Gold, it was $400 just a few years ago and better service!!!!!",loyalty_and_lounge,,high,,,
b02_0021,b02,random,v2_frozen,independent,conv_1559263,1559263,481858,17-10-2017 03:49,S/O @AmericanAir for stranding us in Philly for the night,flight_cancellation_rebooking,,medium,yes,yes,Stranding us for the night strongly suggests a disruption/overnight accommodation situation but the cancellation/rebooking is not explicit
b02_0022,b02,random,v2_frozen,independent,conv_1582399,1582399,487067,30-11-2017 19:51,@AmericanAir when will I know if you have a pilot for my Christmas Day flight. Lol,flight_cancellation_rebooking,,medium,yes,yes,Asking whether there will be a pilot for the Christmas flight implies concern about whether the flight will operate
b02_0023,b02,random,v2_frozen,independent,conv_1611613,1611613,494629,05-11-2017 11:54,My grandfather and the other 72 local Korean War vets went to DC and just came back to the 239!  #AmericanAirlines @AmericanAir @80819 https://t.co/R0fZjNPnKK,non_support_commentary,,high,,,
b02_0024,b02,random,v2_frozen,independent,conv_1703319,1703319,516356,06-11-2017 21:35,@AmericanAir gate attendant required me check bag but when I got on the plane many open spots and even one full open oh bin #inconvenient,baggage,,high,,,
b02_0025,b02,random,v2_frozen,independent,conv_1715383,1715383,115718,17-10-2017 18:07,@AmericanAir - What if a passenger does not have the money for a bag fee when they arrive at the airport? How is that handled?,baggage,,high,,,
b02_0026,b02,random,v2_frozen,independent,conv_1736558,1736558,524261,17-10-2017 19:23,"Stuck on #Charlotte runway for 1 hr, w/4 yr old; @118580 has major delays due to #winecountryfires; @AmericanAir also forcibly chkd my bag",flight_delay,baggage,medium,yes,yes,Explicitly says stuck on runway for an hour and major delays and also check the bag forcefully
b02_0027,b02,random,v2_frozen,independent,conv_17991,17991,119993,01-11-2017 04:48,@AmericanAir look what I came across at the tokyo film festival. https://t.co/52l5IBCsbv,non_support_commentary,,high,,,
b02_0028,b02,random,v2_frozen,independent,conv_1845398,1845398,552809,18-10-2017 12:16,"@AmericanAir You charged me $50 to check my carry on at the gate, since I was in group 9.  Since when do you sell economy tickets that you have to pay for a carry on?!",baggage,,high,,,
b02_0029,b02,random,v2_frozen,independent,conv_1851682,1851682,554219,18-10-2017 23:28,"@AmericanAir Hello! Any plans to modernize the way you redeem vouchers? It’s a painful, antiquated system.",booking_fees_and_fare_rules,,high,,,
b02_0030,b02,random,v2_frozen,independent,conv_1889676,1889676,563535,22-10-2017 14:59,"Hey @AmericanAir , I’ll never fly y’all again. Y’all are terrible. #TeamSouthWest @SouthwestAir",general_dissatisfaction,,high,,,
b02_0031,b02,random,v2_frozen,independent,conv_1893082,1893082,564456,30-11-2017 20:50,.@AmericanAir I just wanted to say what a great flight and crew we just had on AA #151 Paris to Chicago! Thank you,praise_and_compliment,,high,,,
b02_0032,b02,random,v2_frozen,independent,conv_1900605,1900605,566391,23-10-2017 22:37,@AmericanAir I am going on my 10th hour of sitting at Logan Airport waiting for delayed flights.  How about an admirals club pass next time?,flight_delay,,high,,,
b02_0033,b02,random,v2_frozen,independent,conv_1909123,1909123,568725,24-10-2017 18:29,Two delays and now a cancellation.  @AmericanAir you suck!,flight_cancellation_rebooking,,high,,,
b02_0034,b02,random,v2_frozen,independent,conv_1947422,1947422,578672,30-10-2017 13:07,@AmericanAir now we have computer  problems and were shutting down engines!  WTF?  #MuellerMonday not starting well!  Let’s go!,OTHER,,medium,yes,yes,"Computer problems and shutting down engines are a genuine support/safety-related issue, but don't fit the defined intents cleanly."
b02_0035,b02,random,v2_frozen,independent,conv_2005962,2005962,593197,18-10-2017 19:49,No wonder passengers don’t want to check bags. Waiting 90 minutes @74695 for baggage @AmericanAir flight#1728 #scandalous #neveragain https://t.co/zEAZsY3iZU,baggage,,high,,,
b02_0036,b02,random,v2_frozen,independent,conv_205455,205455,164685,04-10-2017 23:00,@AmericanAir yall will be receiving a nice lengthy complaint and yelp review,general_dissatisfaction,,high,,,
b02_0037,b02,random,v2_frozen,independent,conv_2062912,2062912,610097,19-10-2017 00:13,@AmericanAir  another fail.   Philly flight AA4552.,general_dissatisfaction,,medium,yes,yes,"“Another fail” is clearly negative but gives no actual issue. Could be general dissatisfaction, but context is missing"
b02_0038,b02,random,v2_frozen,independent,conv_2108382,2108382,622078,08-11-2017 02:26,My flight on @116450 in Little Rock  cancelled in AM w/ mech. problems...Jacqueline at gate 9 @AmericanAir got me home today #giveheraraise,flight_cancellation_rebooking,,high,,,
b02_0039,b02,random,v2_frozen,independent,conv_2135957,2135957,144142,08-11-2017 20:18,"After 10 days away on business, can you tell I’m excited to be heading back to @150414? Take me home, @americanair! ✈️ https://t.co/bjcDRymSoh",non_support_commentary,,high,,,
b02_0040,b02,random,v2_frozen,independent,conv_2152681,2152681,632552,09-11-2017 01:02,@AmericanAir just because it's Christmas we must pay outrageous prices for flights to see family? #nogifts #whereisthelove #robbery https://t.co/0BYj6pIILC,booking_fees_and_fare_rules,,high,,,
b02_0041,b02,random,v2_frozen,independent,conv_2189628,2189628,641043,09-11-2017 20:01,@AmericanAir been at airport since 4 am its 2 pm flight AA 2327 out of omaha cancelled. Worst company ever,flight_cancellation_rebooking,,high,,,
b02_0042,b02,random,v2_frozen,independent,conv_2218285,2218285,648049,19-10-2017 15:20,@AmericanAir just the worst kind of company.  $200 change fees and fare change...It now cost my family $3200 for 3 tickets! Shame on u!!,booking_fees_and_fare_rules,,high,,,
b02_0043,b02,random,v2_frozen,independent,conv_2228662,2228662,250152,10-11-2017 12:20,Quick question @AmericanAir if I fly Qatar GRU to EZE in business will I get points? Chart says Middle East to SA. What about within SA?,loyalty_and_lounge,,high,,,
b02_0044,b02,random,v2_frozen,independent,conv_2228693,2228693,214262,10-11-2017 11:15,It appears we don't have a #crew for @AmericanAir 4939.  I suspect #operations knew last night that the flight would be delayed this morning.,flight_delay,,high,,,
b02_0045,b02,random,v2_frozen,independent,conv_2245006,2245006,654361,10-11-2017 22:45,There is no worse Friday than @AmericanAir in PHL!!!,general_dissatisfaction,,high,,,
b02_0046,b02,random,v2_frozen,independent,conv_2258857,2258857,657793,10-11-2017 23:15,Not sure if I should feel hopeful or not: left some things on the plane and have submitted online lost &amp; found report and called @AmericanAir baggage claim as follow up. Any idea on chance I'll get them back? 😑 #kickingmyself,general_dissatisfaction,,high,,,
b02_0047,b02,random,v2_frozen,independent,conv_2264361,2264361,282256,11-11-2017 02:07,@AmericanAir on flight 1227 from LAS to ORD right now. You have totally stepped up your toilet paper game. Very impressed!!!,praise_and_compliment,,high,,,
b02_0048,b02,random,v2_frozen,independent,conv_2282623,2282623,663434,26-11-2017 15:27,"I have to DEPLANE because the emergency lights on this plane aren’t working. Seriously? At 7:30 am, NO SLEEP and freezing, I don’t know which is worse. 🤦🏽‍♀️ @AmericanAir",OTHER,,medium,yes,yes,Aircraft emergency-light malfunction requiring deplaning. It's a genuine support/safety issue but doesn't fit another taxonomy category.
b02_0049,b02,random,v2_frozen,independent,conv_2307904,2307904,184584,13-11-2017 01:03,"Hey @AmericanAir, I &lt;3 you guys, but I need to be honest; CLT E3X gates are a pit of despair. They called group 1,  1-6, &amp; 1-9 within 1 min, making chaos. We were scolded to lift/load our carryons onto tarpped cart w/o help in rain. My sweater is wet, shoes soaked, hair wet. 1/",boarding_and_gate,,high,,,
b02_0050,b02,random,v2_frozen,independent,conv_2344213,2344213,677945,13-11-2017 15:30,Another shitty @AmericanAir plane - no TVs or outlets for a cross country flight.,OTHER,,high,,,
b02_0051,b02,random,v2_frozen,independent,conv_2356003,2356003,680630,30-11-2017 19:01,"@AmericanAir I just booked my flights for Xmas with you before hearing about your pilot scheduling issue for the holidays, what is your contingency plan? Need to know if I need to rebook ASAP!",flight_cancellation_rebooking,,high,,,
b02_0052,b02,random,v2_frozen,independent,conv_2374634,2374634,685001,14-11-2017 01:08,"@AmericanAir #ShameOnYou Delayed flight, charging a fee for a plane ticket that was already bought we arrive and don’t even have a gate? 🙄",flight_delay,,high,,,
b02_0053,b02,random,v2_frozen,independent,conv_2410944,2410944,213279,14-11-2017 15:53,And then they were 3. @AmericanAir to start new seasonal DFW-KEF service on June 7 with a 757-200. #avgeek #PaxEx,non_support_commentary,,high,,,
b02_0054,b02,random,v2_frozen,independent,conv_2431700,2431700,371505,14-11-2017 20:57,@AmericanAir -dont have any flights ready to take off on time?2nd flight under maintenance in the same day. My vacation would finish in flight itself before takin off  i assume,flight_delay,,high,,,
